"warming_C","sprT.forecast","winT.forecast","chill.forecast","bb.sprtemp.0","bb.sprtemp.1","bb.sprtemp.2","bb.sprtemp.3","bb.sprtemp.4","bb.sprtemp.5","bb.sprtemp.6","bb.sprtemp.7","lat","lon"
3,7.78666159196655,5.0935447032573,9.53,20.3825225995612,19.7277324840648,19.0729423685684,18.418152253072,17.7633621375757,17.1085720220793,16.4537819065829,15.7989917910865,46.7333,15.1167
4,8.78666159196655,6.12158521561147,9.7325,20.129374485121,19.4745843696247,18.8197942541283,18.1650041386319,17.5102140231355,16.8554239076392,16.2006337921428,15.5458436766464,46.7333,15.1167
5,9.78666159196655,7.12077037247485,9.865,19.9637343608577,19.3089442453614,18.654154129865,17.9993640143686,17.3445738988722,16.6897837833759,16.0349936678795,15.3802035523831,46.7333,15.1167
6,10.7866615919666,8.13874472679155,9.8915625,19.930528203871,19.2757380883746,18.6209479728783,17.9661578573819,17.3113677418855,16.6565776263891,16.0017875108928,15.3469973953964,46.7333,15.1167
7,11.7866615919666,9.12835587918304,9.74395833333333,20.1150502605385,19.4602601450421,18.8054700295458,18.1506799140494,17.495889798553,16.8410996830566,16.1863095675603,15.5315194520639,46.7333,15.1167
0,0.211244406604698,-1.35113765914333,4.816875,29.2828608435479,28.6280707280516,27.9732806125552,27.3184904970588,26.6637003815625,26.0089102660661,25.3541201505697,24.6993300350733,46.75,12.4333
1,1.2112444066047,-0.351137659143328,5.90729166666667,27.9197155441862,27.2649254286899,26.6101353131935,25.9553451976971,25.3005550822007,24.6457649667044,23.990974851208,23.3361847357116,46.75,12.4333
2,2.2112444066047,0.566324930729696,6.589375,27.067033520856,26.4122434053597,25.7574532898633,25.1026631743669,24.4478730588705,23.7930829433742,23.1382928278778,22.4835027123814,46.75,12.4333
3,3.2112444066047,1.58303931401128,7.19291666666667,26.3125375460278,25.6577474305314,25.0029573150351,24.3481671995387,23.6933770840423,23.0385869685459,22.3837968530496,21.7290067375532,46.75,12.4333
4,4.2112444066047,2.57035818065062,7.83005208333333,25.5160455491281,24.8612554336317,24.2064653181354,23.551675202639,22.8968850871426,22.2420949716463,21.5873048561499,20.9325147406535,46.75,12.4333
5,5.2112444066047,3.56183016103213,8.41108333333333,24.7896901645934,24.134900049097,23.4801099336006,22.8253198181042,22.1705297026079,21.5157395871115,20.8609494716151,20.2061593561188,46.75,12.4333
6,6.2112444066047,4.57780583924858,8.93822916666667,24.1306977016635,23.4759075861671,22.8211174706707,22.1663273551744,21.511537239678,20.8567471241816,20.2019570086853,19.5471668931889,46.75,12.4333
7,7.2112444066047,5.56756587677146,9.33791666666667,23.6310427041806,22.9762525886842,22.3214624731879,21.6666723576915,21.0118822421951,20.3570921266987,19.7023020112024,19.047511895706,46.75,12.4333
0,5.96318168489432,2.97052390605467,8.19020833333333,21.2970949925418,20.6423048770454,19.987514761549,19.3327246460526,18.6779345305563,18.0231444150599,17.3683542995635,16.7135641840671,46.75,14.35
1,6.96318168489432,3.97052390605467,8.87270833333333,20.4438920883177,19.7891019728213,19.1343118573249,18.4795217418285,17.8247316263322,17.1699415108358,16.5151513953394,15.860361279843,46.75,14.35
2,7.96318168489432,4.97108928162889,9.39291666666667,19.7935722922714,19.138782176775,18.4839920612786,17.8292019457822,17.1744118302859,16.5196217147895,15.8648315992931,15.2100414837968,46.75,14.35
3,8.96318168489432,5.98110087528706,9.68479166666667,19.4286952260876,18.7739051105912,18.1191149950949,17.4643248795985,16.8095347641021,16.1547446486058,15.4999545331094,14.845164417613,46.75,14.35
4,9.96318168489432,7.00509546886153,9.77697916666667,19.3134503283101,18.6586602128137,18.0038700973173,17.349079981821,16.6942898663246,16.0394997508282,15.3847096353319,14.7299195198355,46.75,14.35
5,10.9631816848943,8.00136769710944,9.76054166666667,19.3339990795748,18.6792089640785,18.0244188485821,17.3696287330857,16.7148386175893,16.060048502093,15.4052583865966,14.7504682711002,46.75,14.35
6,11.9631816848943,9.01803680656353,9.619375,19.5104735264314,18.8556834109351,18.2008932954387,17.5461031799423,16.8913130644459,16.2365229489496,15.5817328334532,14.9269427179568,46.75,14.35
7,12.9631816848943,10.0081274389955,9.32794642857143,19.8747925059431,19.2200023904468,18.5652122749504,17.910422159454,17.2556320439577,16.6008419284613,15.9460518129649,15.2912616974685,46.75,14.35
0,7.24058106021703,4.09198591261175,8.96104166666667,19.4683708533836,18.8135807378872,18.1587906223908,17.5040005068945,16.8492103913981,16.1944202759017,15.5396301604054,14.884840044909,46.7833,15.5167
1,8.24058106021703,5.09198591261175,9.44583333333333,18.8623259333196,18.2075358178233,17.5527457023269,16.8979555868305,16.2431654713341,15.5883753558378,14.9335852403414,14.278795124845,46.7833,15.5167
2,9.24058106021703,6.11134729715551,9.82572916666667,18.3874127782975,17.7326226628011,17.0778325473047,16.4230424318083,15.768252316312,15.1134622008156,14.4586720853192,13.8038819698228,46.7833,15.5167
3,10.240581060217,7.12771708670311,9.93868055555556,18.2462106493068,17.5914205338104,16.936630418314,16.2818403028176,15.6270501873213,14.9722600718249,14.3174699563285,13.6626798408322,46.7833,15.5167
4,11.240581060217,8.16424396197548,9.83458333333333,18.3763440593019,17.7215539438055,17.0667638283091,16.4119737128128,15.7571835973164,15.10239348182,14.4476033663236,13.7928132508273,46.7833,15.5167
5,12.240581060217,9.16785018188779,9.616,18.6495981762469,17.9948080607505,17.3400179452542,16.6852278297578,16.0304377142614,15.375647598765,14.7208574832687,14.0660673677723,46.7833,15.5167
6,13.240581060217,10.1863258154991,9.27395833333333,19.0771893020574,18.422399186561,17.7676090710647,17.1128189555683,16.4580288400719,15.8032387245755,15.1484486090792,14.4936584935828,46.7833,15.5167
7,14.240581060217,11.1774088616154,8.786875,19.6860990670379,19.0313089515415,18.3765188360451,17.7217287205487,17.0669386050524,16.412148489556,15.7573583740596,15.1025682585632,46.7833,15.5167
0,7.24058106021703,4.09198591261175,8.96104166666667,19.4844760882893,18.8296859727929,18.1748958572965,17.5201057418002,16.8653156263038,16.2105255108074,15.5557353953111,14.9009452798147,46.7833,15.5333
1,8.24058106021703,5.09198591261175,9.44583333333333,18.8784311682253,18.223641052729,17.5688509372326,16.9140608217362,16.2592707062398,15.6044805907435,14.9496904752471,14.2949003597507,46.7833,15.5333
2,9.24058106021703,6.11134729715551,9.82572916666667,18.4035180132032,17.7487278977068,17.0939377822104,16.439147666714,15.7843575512177,15.1295674357213,14.4747773202249,13.8199872047285,46.7833,15.5333
3,10.240581060217,7.12771708670311,9.93868055555556,18.2623158842125,17.6075257687161,16.9527356532197,16.2979455377234,15.643155422227,14.9883653067306,14.3335751912342,13.6787850757379,46.7833,15.5333
4,11.240581060217,8.16424396197548,9.83458333333333,18.3924492942076,17.7376591787112,17.0828690632148,16.4280789477185,15.7732888322221,15.1184987167257,14.4637086012293,13.808918485733,46.7833,15.5333
5,12.240581060217,9.16785018188779,9.616,18.6657034111526,18.0109132956562,17.3561231801599,16.7013330646635,16.0465429491671,15.3917528336707,14.7369627181744,14.082172602678,46.7833,15.5333
6,13.240581060217,10.1863258154991,9.27395833333333,19.0932945369631,18.4385044214667,17.7837143059704,17.128924190474,16.4741340749776,15.8193439594812,15.1645538439849,14.5097637284885,46.7833,15.5333
7,14.240581060217,11.1774088616154,8.786875,19.7022043019435,19.0474141864472,18.3926240709508,17.7378339554544,17.0830438399581,16.4282537244617,15.7734636089653,15.1186734934689,46.7833,15.5333
0,7.02334559562404,3.96471492156862,8.81020833333333,19.800543201629,19.1457530861326,18.4909629706362,17.8361728551398,17.1813827396435,16.5265926241471,15.8718025086507,15.2170123931543,46.7833,15.95
1,8.02334559562404,4.96471492156862,9.29041666666667,19.200227971398,18.5454378559016,17.8906477404053,17.2358576249089,16.5810675094125,15.9262773939161,15.2714872784198,14.6166971629234,46.7833,15.95
2,9.02334559562404,5.98559103612548,9.69760416666667,18.6911971178247,18.0364070023284,17.381616886832,16.7268267713356,16.0720366558392,15.4172465403429,14.7624564248465,14.1076663093501,46.7833,15.95
3,10.023345595624,7.00451424893368,9.84305555555556,18.5093662791091,17.8545761636127,17.1997860481163,16.54499593262,15.8902058171236,15.2354157016272,14.5806255861309,13.9258354706345,46.7833,15.95
4,11.023345595624,8.04484436879876,9.77140625,18.598936089491,17.9441459739946,17.2893558584982,16.6345657430019,15.9797756275055,15.3249855120091,14.6701953965127,14.0154052810164,46.7833,15.95
5,12.023345595624,9.04948583738135,9.59258333333333,18.8224851471347,18.1676950316383,17.5129049161419,16.8581148006456,16.2033246851492,15.5485345696528,14.8937444541564,14.2389543386601,46.7833,15.95
6,13.023345595624,10.0685703592774,9.28517361111111,19.206782389313,18.5519922738167,17.8972021583203,17.2424120428239,16.5876219273275,15.9328318118312,15.2780416963348,14.6232515808384,46.7833,15.95
7,14.023345595624,11.0610643262333,8.82770833333333,19.7786662040847,19.1238760885884,18.469085973092,17.8142958575956,17.1595057420993,16.5047156266029,15.8499255111065,15.1951353956101,46.7833,15.95
0,0.691631877238289,-1.05337290585558,5.06583333333333,28.6315097529072,27.9767196374109,27.3219295219145,26.6671394064181,26.0123492909218,25.3575591754254,24.702769059929,24.0479789444326,46.8167,12.7833
1,1.69163187723829,-0.0533729058555813,6.053125,27.3972824747882,26.7424923592918,26.0877022437954,25.4329121282991,24.7781220128027,24.1233318973063,23.4685417818099,22.8137516663136,46.8167,12.7833
2,2.69163187723829,0.883575041563132,6.71010416666667,26.575983525316,25.9211934098197,25.2664032943233,24.6116131788269,23.9568230633305,23.3020329478342,22.6472428323378,21.9924527168414,46.8167,12.7833
3,3.69163187723829,1.90829517011858,7.27618055555556,25.8683234241985,25.2135333087022,24.5587431932058,23.9039530777094,23.249162962213,22.5943728467167,21.9395827312203,21.2847926157239,46.8167,12.7833
4,4.69163187723829,2.90847127240448,7.864375,25.1330132289627,24.4782231134663,23.8234329979699,23.1686428824735,22.5138527669772,21.8590626514808,21.2042725359844,20.549482420488,46.8167,12.7833
5,5.69163187723829,3.90588778289273,8.4175,24.4415438422975,23.7867537268011,23.1319636113048,22.4771734958084,21.822383380312,21.1675932648157,20.5128031493193,19.8580130338229,46.8167,12.7833
6,6.69163187723829,4.92480507393356,8.90947916666667,23.8265137268136,23.1717236113172,22.5169334958209,21.8621433803245,21.2073532648281,20.5525631493318,19.8977730338354,19.242982918339,46.8167,12.7833
7,7.69163187723829,5.91624391176291,9.27419642857143,23.370575518641,22.7157854031446,22.0609952876483,21.4062051721519,20.7514150566555,20.0966249411591,19.4418348256628,18.7870447101664,46.8167,12.7833
0,0.691631877238289,-1.05337290585558,5.06583333333333,28.6219126011112,27.9671224856148,27.3123323701184,26.657542254622,26.0027521391257,25.3479620236293,24.6931719081329,24.0383817926365,46.8167,12.8
1,1.69163187723829,-0.0533729058555813,6.053125,27.3876853229921,26.7328952074957,26.0781050919993,25.423314976503,24.7685248610066,24.1137347455102,23.4589446300138,22.8041545145175,46.8167,12.8
2,2.69163187723829,0.883575041563132,6.71010416666667,26.5663863735199,25.9115962580236,25.2568061425272,24.6020160270308,23.9472259115345,23.2924357960381,22.6376456805417,21.9828555650453,46.8167,12.8
3,3.69163187723829,1.90829517011858,7.27618055555556,25.8587262724024,25.2039361569061,24.5491460414097,23.8943559259133,23.239565810417,22.5847756949206,21.9299855794242,21.2751954639278,46.8167,12.8
4,4.69163187723829,2.90847127240448,7.864375,25.1234160771666,24.4686259616702,23.8138358461738,23.1590457306774,22.5042556151811,21.8494654996847,21.1946753841883,20.539885268692,46.8167,12.8
5,5.69163187723829,3.90588778289273,8.4175,24.4319466905014,23.777156575005,23.1223664595087,22.4675763440123,21.8127862285159,21.1579961130196,20.5032059975232,19.8484158820268,46.8167,12.8
6,6.69163187723829,4.92480507393356,8.90947916666667,23.8169165750175,23.1621264595212,22.5073363440248,21.8525462285284,21.197756113032,20.5429659975357,19.8881758820393,19.2333857665429,46.8167,12.8
7,7.69163187723829,5.91624391176291,9.27419642857143,23.3609783668449,22.7061882513485,22.0513981358522,21.3966080203558,20.7418179048594,20.087027789363,19.4322376738667,18.7774475583703,46.8167,12.8
0,7.24058106021703,4.09198591261175,8.96104166666667,19.4697792082001,18.8149890927037,18.1601989772074,17.505408861711,16.8506187462146,16.1958286307182,15.5410385152219,14.8862483997255,46.8167,15.6667
1,8.24058106021703,5.09198591261175,9.44583333333333,18.8637342881361,18.2089441726398,17.5541540571434,16.899363941647,16.2445738261507,15.5897837106543,14.9349935951579,14.2802034796615,46.8167,15.6667
2,9.24058106021703,6.11134729715551,9.82572916666667,18.388821133114,17.7340310176176,17.0792409021212,16.4244507866248,15.7696606711285,15.1148705556321,14.4600804401357,13.8052903246394,46.8167,15.6667
3,10.240581060217,7.12771708670311,9.93868055555556,18.2476190041233,17.5928288886269,16.9380387731305,16.2832486576342,15.6284585421378,14.9736684266414,14.318878311145,13.6640881956487,46.8167,15.6667
4,11.240581060217,8.16424396197548,9.83458333333333,18.3777524141184,17.722962298622,17.0681721831256,16.4133820676293,15.7585919521329,15.1038018366365,14.4490117211401,13.7942216056438,46.8167,15.6667
5,12.240581060217,9.16785018188779,9.616,18.6510065310634,17.996216415567,17.3414263000707,16.6866361845743,16.0318460690779,15.3770559535816,14.7222658380852,14.0674757225888,46.8167,15.6667
6,13.240581060217,10.1863258154991,9.27395833333333,19.0785976568739,18.4238075413775,17.7690174258812,17.1142273103848,16.4594371948884,15.804647079392,15.1498569638957,14.4950668483993,46.8167,15.6667
7,14.240581060217,11.1774088616154,8.786875,19.6875074218544,19.032717306358,18.3779271908616,17.7231370753652,17.0683469598689,16.4135568443725,15.7587667288761,15.1039766133797,46.8167,15.6667
0,0.691631877238289,-1.05337290585558,5.06583333333333,28.6584959498906,28.0037058343942,27.3489157188979,26.6941256034015,26.0393354879051,25.3845453724087,24.7297552569124,24.074965141416,46.85,12.85
1,1.69163187723829,-0.0533729058555813,6.053125,27.4242686717715,26.7694785562752,26.1146884407788,25.4598983252824,24.805108209786,24.1503180942897,23.4955279787933,22.8407378632969,46.85,12.85
2,2.69163187723829,0.883575041563132,6.71010416666667,26.6029697222994,25.948179606803,25.2933894913066,24.6385993758103,23.9838092603139,23.3290191448175,22.6742290293212,22.0194389138248,46.85,12.85
3,3.69163187723829,1.90829517011858,7.27618055555556,25.8953096211819,25.2405195056855,24.5857293901891,23.9309392746928,23.2761491591964,22.6213590437,21.9665689282036,21.3117788127073,46.85,12.85
4,4.69163187723829,2.90847127240448,7.864375,25.159999425946,24.5052093104496,23.8504191949533,23.1956290794569,22.5408389639605,21.8860488484641,21.2312587329678,20.5764686174714,46.85,12.85
5,5.69163187723829,3.90588778289273,8.4175,24.4685300392809,23.8137399237845,23.1589498082881,22.5041596927917,21.8493695772954,21.194579461799,20.5397893463026,19.8849992308063,46.85,12.85
6,6.69163187723829,4.92480507393356,8.90947916666667,23.853499923797,23.1987098083006,22.5439196928042,21.8891295773079,21.2343394618115,20.5795493463151,19.9247592308187,19.2699691153224,46.85,12.85
7,7.69163187723829,5.91624391176291,9.27419642857143,23.3975617156244,22.742771600128,22.0879814846316,21.4331913691352,20.7784012536389,20.1236111381425,19.4688210226461,18.8140309071497,46.85,12.85
0,7.24058106021703,4.09198591261175,8.96104166666667,19.4711865937861,18.8163964782897,18.1616063627933,17.5068162472969,16.8520261318006,16.1972360163042,15.5424459008078,14.8876557853115,46.85,15.7333
1,8.24058106021703,5.09198591261175,9.44583333333333,18.8651416737221,18.2103515582257,17.5555614427294,16.900771327233,16.2459812117366,15.5911910962403,14.9364009807439,14.2816108652475,46.85,15.7333
2,9.24058106021703,6.11134729715551,9.82572916666667,18.3902285186999,17.7354384032036,17.0806482877072,16.4258581722108,15.7710680567144,15.1162779412181,14.4614878257217,13.8066977102253,46.85,15.7333
3,10.240581060217,7.12771708670311,9.93868055555556,18.2490263897092,17.5942362742129,16.9394461587165,16.2846560432201,15.6298659277238,14.9750758122274,14.320285696731,13.6654955812346,46.85,15.7333
4,11.240581060217,8.16424396197548,9.83458333333333,18.3791597997044,17.724369684208,17.0695795687116,16.4147894532152,15.7599993377189,15.1052092222225,14.4504191067261,13.7956289912297,46.85,15.7333
5,12.240581060217,9.16785018188779,9.616,18.6524139166494,17.997623801153,17.3428336856566,16.6880435701603,16.0332534546639,15.3784633391675,14.7236732236712,14.0688831081748,46.85,15.7333
6,13.240581060217,10.1863258154991,9.27395833333333,19.0800050424599,18.4252149269635,17.7704248114671,17.1156346959708,16.4608445804744,15.806054464978,15.1512643494816,14.4964742339853,46.85,15.7333
7,14.240581060217,11.1774088616154,8.786875,19.6889148074403,19.034124691944,18.3793345764476,17.7245444609512,17.0697543454548,16.4149642299585,15.7601741144621,15.1053839989657,46.85,15.7333
0,7.02334559562404,3.96471492156862,8.81020833333333,19.807441458356,19.1526513428596,18.4978612273633,17.8430711118669,17.1882809963705,16.5334908808741,15.8787007653778,15.2239106498814,46.8667,15.9
1,8.02334559562404,4.96471492156862,9.29041666666667,19.2071262281251,18.5523361126287,17.8975459971323,17.2427558816359,16.5879657661396,15.9331756506432,15.2783855351468,14.6235954196505,46.8667,15.9
2,9.02334559562404,5.98559103612548,9.69760416666667,18.6980953745518,18.0433052590554,17.388515143559,16.7337250280627,16.0789349125663,15.4241447970699,14.7693546815736,14.1145645660772,46.8667,15.9
3,10.023345595624,7.00451424893368,9.84305555555556,18.5162645358361,17.8614744203398,17.2066843048434,16.551894189347,15.8971040738507,15.2423139583543,14.5875238428579,13.9327337273615,46.8667,15.9
4,11.023345595624,8.04484436879876,9.77140625,18.605834346218,17.9510442307217,17.2962541152253,16.6414639997289,15.9866738842325,15.3318837687362,14.6770936532398,14.0223035377434,46.8667,15.9
5,12.023345595624,9.04948583738135,9.59258333333333,18.8293834038617,18.1745932883654,17.519803172869,16.8650130573726,16.2102229418762,15.5554328263799,14.9006427108835,14.2458525953871,46.8667,15.9
6,13.023345595624,10.0685703592774,9.28517361111111,19.2136806460401,18.5588905305437,17.9041004150473,17.249310299551,16.5945201840546,15.9397300685582,15.2849399530619,14.6301498375655,46.8667,15.9
7,14.023345595624,11.0610643262333,8.82770833333333,19.7855644608118,19.1307743453154,18.4759842298191,17.8211941143227,17.1664039988263,16.5116138833299,15.8568237678336,15.2020336523372,46.8667,15.9
0,-2.79408339507345,-3.8507859335048,2.65604166666667,33.9695781079252,33.3147879924288,32.6599978769325,32.0052077614361,31.3504176459397,30.6956275304434,30.040837414947,29.3860472994506,46.9,10.5
1,-1.79408339507345,-2.8507859335048,3.49229166666667,32.9241701538484,32.2693800383521,31.6145899228557,30.9597998073593,30.3050096918629,29.6502195763666,28.9954294608702,28.3406393453738,46.9,10.5
2,-0.794083395073449,-1.9624977267825,4.0490625,32.2281430593616,31.5733529438652,30.9185628283688,30.2637727128725,29.6089825973761,28.9541924818797,28.2994023663833,27.644612250887,46.9,10.5
3,0.205916604926551,-0.948381373789493,4.57138888888889,31.5751754521046,30.9203853366082,30.2655952211118,29.6108051056155,28.9560149901191,28.3012248746227,27.6464347591264,26.99164464363,46.9,10.5
4,1.20591660492655,0.0104150113329141,5.24484375,30.7332800039524,30.0784898884561,29.4236997729597,28.7689096574633,28.1141195419669,27.4593294264706,26.8045393109742,26.1497491954778,46.9,10.5
5,2.20591660492655,0.999868785485728,5.93625,29.868943270621,29.2141531551246,28.5593630396283,27.9045729241319,27.2497828086355,26.5949926931391,25.9402025776428,25.2854124621464,46.9,10.5
6,3.20591660492655,2.01431074178737,6.63079861111111,29.0006782272147,28.3458881117183,27.6910979962219,27.0363078807256,26.3815177652292,25.7267276497328,25.0719375342364,24.4171474187401,46.9,10.5
7,4.20591660492655,3.00058776734835,7.24669642857143,28.2307356534968,27.5759455380004,26.9211554225041,26.2663653070077,25.6115751915113,24.956785076015,24.3019949605186,23.6472048450222,46.9,10.5
0,-0.414992539159365,-1.89175453075169,4.31729166666667,30.2973848673513,29.6425947518549,28.9878046363586,28.3330145208622,27.6782244053658,27.0234342898695,26.3686441743731,25.7138540588767,46.9,12.6333
1,0.585007460840635,-0.89175453075169,5.30354166666667,29.064459791467,28.4096696759707,27.7548795604743,27.1000894449779,26.4452993294815,25.7905092139852,25.1357190984888,24.4809289829924,46.9,12.6333
2,1.58500746084063,0.0365645729631801,5.96125,28.2422493004305,27.5874591849342,26.9326690694378,26.2778789539414,25.6230888384451,24.9682987229487,24.3135086074523,23.6587184919559,46.9,12.6333
3,2.58500746084063,1.06031210967365,6.55618055555556,27.4985181974098,26.8437280819134,26.188937966417,25.5341478509207,24.8793577354243,24.2245676199279,23.5697775044316,22.9149873889352,46.9,12.6333
4,3.58500746084063,2.05303080770231,7.20479166666667,26.687680272557,26.0328901570606,25.3781000415643,24.7233099260679,24.0685198105715,23.4137296950751,22.7589395795788,22.1041494640824,46.9,12.6333
5,4.58500746084064,3.04876721519641,7.82179166666667,25.9163598448555,25.2615697293591,24.6067796138628,23.9519894983664,23.29719938287,22.6424092673736,21.9876191518773,21.3328290363809,46.9,12.6333
6,5.58500746084064,4.06714499717705,8.40361111111111,25.1890191272964,24.5342290118001,23.8794388963037,23.2246487808073,22.5698586653109,21.9150685498146,21.2602784343182,20.6054883188218,46.9,12.6333
7,6.58500746084064,5.05761156316318,8.86589285714286,24.6111141774297,23.9563240619333,23.3015339464369,22.6467438309405,21.9919537154442,21.3371635999478,20.6823734844514,20.027583368955,46.9,12.6333
0,-2.7598211007573,-3.50930052391729,2.86479166666667,33.6813100042875,33.0265198887911,32.3717297732948,31.7169396577984,31.062149542302,30.4073594268056,29.7525693113093,29.0977791958129,46.9167,12.3333
1,-1.7598211007573,-2.50930052391729,3.78645833333333,32.5291214669592,31.8743313514628,31.2195412359665,30.5647511204701,29.9099610049737,29.2551708894774,28.600380773981,27.9455906584846,46.9167,12.3333
2,-0.759821100757303,-1.5978361440041,4.42822916666667,31.7268346701148,31.0720445546184,30.417254439122,29.7624643236257,29.1076742081293,28.4528840926329,27.7980939771365,27.1433038616402,46.9167,12.3333
3,0.240178899242697,-0.581653725270518,5.02076388888889,30.986098632234,30.3313085167376,29.6765184012413,29.0217282857449,28.3669381702485,27.7121480547521,27.0573579392558,26.4025678237594,46.9167,12.3333
4,1.2401788992427,0.394777107445446,5.74572916666667,30.0798092835723,29.4250191680759,28.7702290525795,28.1154389370831,27.4606488215868,26.8058587060904,26.151068590594,25.4962784750977,46.9167,12.3333
5,2.2401788992427,1.38672758807093,6.46195833333333,29.1844410709862,28.5296509554898,27.8748608399934,27.220070724497,26.5652806090007,25.9104904935043,25.2557003780079,24.6009102625116,46.9167,12.3333
6,3.2401788992427,2.40405883779428,7.17138888888889,28.297571898319,27.6427817828226,26.9879916673263,26.3332015518299,25.6784114363335,25.0236213208372,24.3688312053408,23.7140410898444,46.9167,12.3333
7,4.2401788992427,3.39093268067147,7.79020833333333,27.5239769573808,26.8691868418844,26.214396726388,25.5596066108917,24.9048164953953,24.2500263798989,23.5952362644025,22.9404461489062,46.9167,12.3333
0,7.29741414389455,4.10569361449333,9.00041666666667,19.3848300937313,18.730039978235,18.0752498627386,17.4204597472422,16.7656696317458,16.1108795162495,15.4560894007531,14.8012992852567,46.9167,15.3333
1,8.29741414389455,5.10569361449333,9.48291666666667,18.7816500185839,18.1268599030875,17.4720697875911,16.8172796720948,16.1624895565984,15.507699441102,14.8529093256056,14.1981192101093,46.9167,15.3333
2,9.29741414389455,6.12339120799447,9.8540625,18.3176753623338,17.6628852468374,17.0080951313411,16.3533050158447,15.6985149003483,15.0437247848519,14.3889346693556,13.7341445538592,46.9167,15.3333
3,10.2974141438945,7.13818126546351,9.96743055555556,18.1759523524492,17.5211622369528,16.8663721214565,16.2115820059601,15.5567918904637,14.9020017749673,14.247211659471,13.5924215439746,46.9167,15.3333
4,11.2974141438945,8.17230152944974,9.86515625,18.3038069085335,17.6490167930371,16.9942266775407,16.3394365620443,15.684646446548,15.0298563310516,14.3750662155552,13.7202761000588,46.9167,15.3333
5,12.2974141438945,9.17505340521868,9.64125,18.5837152788982,17.9289251634018,17.2741350479054,16.6193449324091,15.9645548169127,15.3097647014163,14.6549745859199,14.0001844704236,46.9167,15.3333
6,13.2974141438945,10.1931301178391,9.2921875,19.020083247771,18.3652931322747,17.7105030167783,17.0557129012819,16.4009227857856,15.7461326702892,15.0913425547928,14.4365524392964,46.9167,15.3333
7,14.2974141438945,11.1834975894446,8.79401785714286,19.6428521651073,18.9880620496109,18.3332719341146,17.6784818186182,17.0236917031218,16.3689015876255,15.7141114721291,15.0593213566327,46.9167,15.3333
0,-0.414992539159365,-1.89175453075169,4.31729166666667,30.309208898224,29.6544187827276,28.9996286672313,28.3448385517349,27.6900484362385,27.0352583207421,26.3804682052458,25.7256780897494,46.9333,12.5667
1,0.585007460840635,-0.89175453075169,5.30354166666667,29.0762838223397,28.4214937068433,27.766703591347,27.1119134758506,26.4571233603542,25.8023332448578,25.1475431293615,24.4927530138651,46.9333,12.5667
2,1.58500746084063,0.0365645729631801,5.96125,28.2540733313032,27.5992832158069,26.9444931003105,26.2897029848141,25.6349128693177,24.9801227538214,24.325332638325,23.6705425228286,46.9333,12.5667
3,2.58500746084063,1.06031210967365,6.55618055555556,27.5103422282825,26.8555521127861,26.2007619972897,25.5459718817934,24.891181766297,24.2363916508006,23.5816015353042,22.9268114198079,46.9333,12.5667
